User Name,Rating,Comment,Date
Christian Wibisono,1,"app sam pah, enak dl tokped seller lbh simple tp semua bs dikelola dgn cepat, kbnykn kolom2 yang dibutuhin dan ada di tokped seller lama dihilangin disini, mau ganti lokasi toko sm hapus gudang aja udh gk bs, coba upgrade lg, yg di web jg",2026-01-06 09:16:26
Fernan Bautista,1,Always rejecting products despite compliance. Always giving favor to the buyers so the buyers commit fraud so easily.,2026-01-06 06:14:52
Daniel Satria,1,should never exist in the first place.,2026-01-06 04:59:47
Almarie Joyce Miranda,5,fast and efficient,2026-01-06 00:44:54
gary james,5,love this way of selling.,2026-01-05 18:03:56
Fariz Setyawan,1,Pertama jualan pakai tiktok ft toped bukanya untung malah buntung. Pasang harga 4.9 dapat cuman 4.65,2026-01-05 16:26:36
tinton world,1,"They merged my shop but lost all my product and rating. So I start over. 2 of the customer gave 1 star for invalid reason, the photo they provide was different from my packaging store. The notification warn me about my score and my store got silent, no new order even with ads. I report this case because its not fair. But the solution they gave me was to talk to buyer to change their star. Tell the impossible. Hah!",2026-01-05 13:22:35
Zaki Febiyanto,3,chatnya terlalu cepat expired,2026-01-05 09:00:40
Miko Saputra,1,"Para penjual yang budiman, semenjak si ijo gabung tikod, jualan disini gak perpihak ke penjual lagi, apalagi masalah pencairan UANG JUALAN KITA, pembeli sudah menerima dan menyelesaikan pesanan, tapi uang kita akan tetap di tahan paling cepat 3 hari baru bisa kita cairkan dengan alasan yang tidak jelas, bayangkan, kl jualan untuk makan, brarti 3 hari ngutang dulu kita makan nya, benar-benar kebijakan yang aneh, kirain pemerintah aja yang kebijakan nya aneh",2026-01-05 06:18:45
Dave San,1,"semenjak gabung sm tiktok, jadi gajelas potongannya bisa 20% sendiri",2026-01-05 04:42:54
flamel,1,ห่วยแตก เอื้อให้ลูกค้าโกงได้ขนาดนี้ ใครจะอยากขาย,2026-01-05 02:47:19
Gomala Mohan10,1,I am not using this app,2026-01-05 01:44:28
Wahyu Puji Ambarraras,3,loading sangat lamaaa,2026-01-04 11:38:20
nicolas hendry,1,"aplikasi terburuk , penurunan kualitas aplikasi dari aplikasi tokped seller. beberapa X saya dikirimkan pesan / chat dengan inisial userXXXX menginfokan toko saya melakukan pelanggaran sebanyak 4X tanpa disertai bukti yg jelas. saya coba tanya balik apa bukti valid nya malah di suruh ajukan banding. mau ambil dana hasil penjualan musti lewat aplikasi komputer. biaya admin aplikasi kelewat gede. bener bener aplikasi sampah !!!!",2026-01-04 11:11:26
Celes Jastia,5,easy to use and beginner friendly,2026-01-04 06:00:32
Dino,1,"Ngiklan minimal 100rb, ROAS dibatasi hanya 20, hasil iklan ga sesuai ROAS, mau tanya2 iklan suruh ngomong sama Bot, biaya Admin 20-25%, platform termahal buat penjual bisa jualan",2026-01-04 05:52:06
Janet Schmidt,5,"Easy to navigate, even for beginners!",2026-01-04 04:19:07
Dyantoko Pratomo,1,Notifikasi chat tidak muncul yg mengakibatkan keterlambatan respon sehingga menyulitkan pembeli dan penjual dalam bertransaksi. Setting notifikasi sudah dinyalakan tetapi tidak ada perubahan. Ditambah tiap kali keluar dari aplikasi otomatis log out sehingga harus login lagi setiap masuk.,2026-01-03 22:29:47
Jeremy Barry,2,Hard to use. The products could all be the same and 75% don't get approved. Its hard to keep track of sales analytics as there aren't spread sheets for analytics. You don't know how much you will actually make on a product you sell. Just seems like you throw stuff at the wall and see what sticks.,2026-01-03 21:31:17
Chelsea Myers,5,good,2026-01-03 15:41:00
Joanna Malinao,5,Good,2026-01-03 14:56:28
WIDHI NUGROHO,1,STUPID COLABORATION,2026-01-03 12:11:58
Ray,1,ts is actually non functional,2026-01-03 11:00:52
CAHYA SUKMA AJI PRATAMA,1,COPY PASTE SHOPEE'S UI UX TO TIKTOK SHOP PLEASE.,2026-01-03 10:52:52
redy jason,2,tolong aplikasinya di perbaiki setiap mau cek di suruh verifikasi tapi error dan sering log out setiap masuk harus login dulu,2026-01-03 10:30:58
Sarvis Sarvis85,5,super and good 💯😊 I am happy,2026-01-03 08:45:01
Jenefer,1,Very fake don't downloaded guysh,2026-01-03 07:00:47
Irawan Then,1,"sejak merger tokopedia dgn tiktok jd harus pake app ini, kena biaya 8% (besar sekali lhoo), pembeli ga langsung klik selesai dana penjual ditahan 6 hari, tambah 24 jam lg buat bisa withdraw. luar biasa potongan 8% dan nahan dana penjualan 7 hari dr seluruh transaksi...bisa dapet brp tuh? saya jual barang dahulu di tokopedia, ngga begini..rugi banget jual di tokopedia skrg",2026-01-03 01:47:24
Kostiantyn Melnyk,2,It looks good but I can't use it because there are so many errors,2026-01-02 19:24:26
Biena Rich,1,tax too high,2026-01-02 18:09:16
Keylor Mo,1,wrost support customer,2026-01-02 16:31:52
Aleksandra,5,good experience,2026-01-02 14:51:49
Khin Moe Nwe,5,good app,2026-01-02 06:16:07
Najma Litany,1,App/website is so insanely unoptimised that it makes you wonder why a multibillion dollar company can't afford good programmers to make web pages that don't take up more than 500MB per page. Why does a seller app need over 1GB of storage data? Why does it lag and fail to load pages while it never fails to send you annoying ad emails about GMV?,2026-01-02 05:44:16
Faizal Sa'ari,5,ver brilliant,2026-01-02 05:28:38
Kusnadi Tarmedi,2,"mau tarik uang hrs tunggu 24jam, knp tdk spt di shopee per hari saja",2026-01-02 00:40:47
firman pajar93,5,oke,2026-01-01 15:24:52
Benish Ashraf,5,very nice platform for generating incomes,2026-01-01 14:40:22
iqbal rahmad,1,terlalu banyak error,2026-01-01 10:06:51
WarR,1,"Total downgrade from tokopedia seller, system has very bad UX and slow. this is going to be the last time im seeling from this platform, aside from the bad experience the platform fee also doesn't make sense at all. I wouldn't recommend it to anyone about to sell their items here.",2026-01-01 06:55:02
Tan Charles,2,very confused,2026-01-01 03:49:22
Johnrey Delos Santos,5,I'm not receiving text messages on the code,2026-01-01 02:52:37
M.S.R _S.A.N,5,Aplikasi yang sangat membantu. Semoga tetap komitmen & free :D,2026-01-01 01:52:38
Toko Adelino,1,ribet,2026-01-01 01:33:17
Soe Gix,1,"udah masuk 2026, masih tetap busuk... pengaturan etalase makin berantakan, item & etalase yg udah diset bisa tiba² hilang tanpa sebab... Ga heran kalo makin kesini, makin banyak customer hilang...",2026-01-01 00:47:45
Kimberly Orji,4,Need longer hours to chat with people.,2025-12-31 23:30:06
Bryan Jovane,1,"aplikasi gaje, tiap hari harus login ulang, udah ga bisa edit harga pula",2025-12-31 08:12:22
Kicky shop,2,"dah 4 hari gak bisa nambah produk,klik nambah produk keluar eror 404,tolong kenapa saya gak bisa masuk ke akun saya tolong balas",2025-12-31 06:50:05
Hom Swet,1,"very bad after tiktok and tokopedia merger, hard to login with phone, captcha always error if we want to login with phone, nowdays always log out by itself, if the team dont fix it,i think seller gonna move to another platforms",2025-12-31 01:42:57
Adi Dargaud,1,"UX buruk, sulit menavigasi menu. default menu harusnya selalu menampilkan semua transaksi dulu.",2025-12-30 23:24:00
Alfa,1,"rumit dan belibet fitur2nya.. saya jualan disini buat iklan aja, lebih aktiv di oren sih...",2025-12-30 15:55:29
NF_97,1,"tambah bikin pusing, aplikasi jadi gk jelas, login malah disuruh daftar ulang toko.",2025-12-30 10:32:23
eze nwitte,5,"when you talk of dropshiping, this app is ghe best",2025-12-30 08:55:36
Genta Kusumonegoro,1,I receive less than the price of the goods. Tedious process since merge with Tiktok. I'd rather sell on the Orange Shop,2025-12-30 07:53:01
Indonesiatourandtransport,1,I'm busy and me as seller won't take 3-4 days just to hopefully upload 1 product and I'm uploading multiple products everyday please let us just post stuff we are sellinf genuine stuff this has bring me way more work and more stress as seller,2025-12-30 04:29:43
Wildan Zulkarnaen,1,"banyak amet bug nya, tiba2 AMS aktif, tiba2 asuransi pengiriman aktif, banding udah kasih foto dan video tetep kalah...benerin woyyy aplikasinya",2025-12-30 04:00:36
Firdaus Muner,5,easy to monitor my business. helpfully,2025-12-30 03:48:25
mochamad ainur rofiq,1,"aplikasi nggak jelas, susah ngatur jualan disini, merepotkan sekali setting nya",2025-12-29 18:20:49
Mab Utomo,3,Masih ada beberapa bug diantaranya ga bisa klik link iklan yg sudah di post untuk preview,2025-12-29 13:44:01
Rahayu Halim,1,"seller seler boikot tiktok shop dan tokopedia, kamu semua seller ditiktok cuma diperbudak sementara kamu sdh kirim dan berkerja benar cuma bela pembeli ga adil dan fair. seller benar tdk ada kompensasi. ga jualan malah ga rugi. pembeli ditiktok kebanyakan isinya pembeli grade E kalau ga maling,cod gagal,pembeli buta judul dan foto, ga ngotak. makin taun malah makin ambyar peraturan jualannya.banding menang ongkir masa ditanggung penjual.aplikasi ini hanya hidupin orng mainland",2025-12-29 13:42:17
Theodore Sofianos,5,it's very helpful especially trying to create content to make money,2025-12-29 06:04:45
Must “Freakydot” Bayoe,3,terlalu banyak fitur tidak berguna dan tidak membantu penjual,2025-12-29 02:11:38
Karsh ID,2,to much rule for posting product,2025-12-28 17:59:19
Rhiannon D'Averc,3,There's way too much going on in this app - the menus are a mess and it's a huge hassle to figure out where something is the first or even the fifth time. Honestly feels like it could easily be integrated into the main TikTok app instead and made simpler.,2025-12-28 15:00:57
Dwie' Pribadi,1,"Aplikasi sampah. Verifikasi selalu gagal menampilkan gambar. Mending balik aja ke tokped, aplikasi lebih stabil & mudah. Dan verifikasi tetap gagal. Uangku tertahan dan tak bisa diambil. Entah kenapa aplikasi ini bisa ada dan banyak digunakan. Dumbest apss EVER...!!!",2025-12-28 14:55:07
Santa Rusli,1,"sangat menyudutkan seller, memberikan opsi yg menyenangkan buyer tapi tdk menghargai seller. seperti opsi pengembalian barang dan rating toko",2025-12-28 13:58:32
Nur Athila,5,good,2025-12-28 09:08:18
Rudolf,1,"byk bug, gamau ngeload pesanan jg 😂",2025-12-28 08:19:58
Rifki Achmad Faishal,1,"Jelek, ga kaya dulu pas masih tokopedia seller - Fee makin gede - Banyak fitur ilang (bisa Baca dibawah) - Ga bisa extend pengiriman PO kaya dulu - PO Max jadi 14 hari (dulu 30) - Ga bisa ganti kurir kaya dulu - CS ga bisa Bantu apa"" kalau ada masalah",2025-12-28 08:10:06
Hassan Falih,1,the product of affiliate cannot appear idk how to fix it,2025-12-28 05:59:30
Angphotorion ID,3,"chat beberapa pembeli ngga ada notifikasi, akhirnya tertimbun berbulan-bulan",2025-12-28 04:06:01
Mark Carl Calica,1,"changed phone but now I can't access my account, it keeps looping me back to 2-step Verification even though I type in the Correct Codes.",2025-12-27 23:50:37
MDHUMAYON KHAN,5,good 👍,2025-12-27 14:16:32
Prema,5,good for seller,2025-12-27 07:57:31
Fabrice D,1,"it's so complex to use this app , the previous app was way better, I don't care about the TikTok connection as it's Tokopedia my Focus.",2025-12-27 05:18:09
Ardhana Adi,1,"RUSAK setelah tiktod merasuk, jadi ribet dan sering error",2025-12-27 00:24:02
Ena Jh,1,"jnt courier pemalas..poor courier banyak da complain pasal barang failed delivery "" n item return seller",2025-12-26 19:53:45
Ranti Carolus,2,very slow to handling complaint and giving solution. goods had delivered but seller haven't received any payment for more than 3 weeks after delivered,2025-12-26 12:11:51
Mbak Sum,5,mantaab,2025-12-26 07:37:46
BangDonRoz,1,"transfer uang lama, potongan gede...hadeeuh....",2025-12-26 05:55:44
thorne Brailey,1,very little engagement and traffic so far,2025-12-26 05:17:59
fariz hidayat,3,"pengoperasian sangat ribet, tidak semua biasa di hp harus di pc, lebih bagus aplikasi tokopedia seller yg dulu",2025-12-26 04:21:33
Rose Mclaughlin,5,awesome I got everything for my friend's birthday 🎂,2025-12-26 03:44:29
Agus Aribowo,5,praktis dan mudah,2025-12-26 02:10:51
Sondag Stefanus,2,rumit dan mrmbingungkan. beda dengan tokopedia seller yg lama.,2025-12-26 01:28:17
Rolph Ernst Rosalva,5,Great experience,2025-12-25 16:05:28
Budi Waseso,1,"seller seler boikot tiktok shop dan tokopedia, kamu semua seller ditiktok cuma diperbudak sementara kamu sdh kirim dan berkerja benar cuma bela pembeli ga adil dan fair. seller benar tdk ada kompensasi. ga jualan malah ga rugi. pembeli ditiktok kebanyakan isinya pembeli grade E kalau ga maling,cod gagal,pembeli buta judul dan foto, ga ngotak. makin taun malah makin ambyar peraturan jualannya. kita cuma dipotongin. aplikasi ini hanya utk menghidupi orang mainland asli berjualan diindonesia",2025-12-25 15:20:37
Sylvia Wright,1,I want cancel an order 😩 😫 😒,2025-12-25 13:43:33
Johan Iswahyudi,1,bagi seller ini aplikasi kemunduran dari versi sebelumnya. kebijakan²nya aneh dan tidak user friendly,2025-12-25 13:16:11
Dzaki Wardana,1,parah ribet sistemnya,2025-12-25 12:02:20
Yoga A. Pratama,5,💪,2025-12-25 04:02:34
Rachman B,1,"settlement lamaaa, cs susah dihubungi",2025-12-24 22:14:04
Nira,1,"terlalu ribet menunya, terutama di bagian chat. ga kayak tokped untuk chat bersih dan mudah untuk filternya.",2025-12-24 16:44:41
Agung NoteBook,5,ok,2025-12-24 11:37:03
Adventure Rider,1,Pelanggaran tidak jelas,2025-12-24 11:20:26
Ivan Yosia,1,"gajelas jualan disini, retur terus , hilang terus barang",2025-12-24 11:15:52
Septandi Chandra,1,RIBET!!!!,2025-12-24 09:33:17
okki wibowo,4,nice apps,2025-12-23 21:13:48
Lala Po,1,"aplikasi tolol, ga guna ada di hp tp ga bisa ngubah harga atau detail yg lain, mending tokopedia seller yg sebelumnya. ujung2nya lewat web buat setting harga/detail. sampah",2025-12-23 18:21:28
Gan Decoration,3,no option to draw money. unable to change courier setting and view detail order. unable to request pickup a day before.,2025-12-23 15:15:59
Melwyn Coutinho,5,Best platform for online sellers,2025-12-23 14:51:35
Xion Lee,1,it be useful to change the system like before arrange shipment by courier because there has a courier can pickup and cannot pickup so i can choose.,2025-12-23 08:47:47
Gregorius Adi,1,"spam call terus ke nomor yg terdaftar aplikasi, sehari bisa 1-3 panggilan 🤮 tidak setting untuk off spam call",2025-12-23 07:32:54
Pohan Liem,1,"seller centre kena phising nih, ada nomor mengaku sbg admin dan bisa mengadakan perubahan pengaturan di apps saya, memblokir toko saya",2025-12-23 07:27:07
Hendra Anthony,2,ui not user friedly... lbh baik ui/ux toped dulu,2025-12-23 01:11:18
"iThinkiCan Solution & Services, LLC",1,"Do not sell products on here. They will hold your payments for 30 + days, if you are a shop distributor. This app will lead you to fail as a supplier. App does not update. I have lost 2 sales because of this app. it consistently shows Zero orders, when there are orders shown on the online shop. Please fix. Then I will update my review.",2025-12-22 20:28:21
Adam,5,easy enough to use. the app works fine,2025-12-22 13:21:37
Cahyadi Setia Phanatagama,1,hard to use. the app is terrible.,2025-12-22 09:09:17
Deddy Ferdiansyah,5,bagus sekali,2025-12-22 04:28:03
Eliseo Lima,5,thanks again,2025-12-22 01:48:42
Kelvin Mathias,1,so bad,2025-12-22 01:08:21
bigdaddy cain,1,wants personal information,2025-12-21 23:47:39
Ahjiq Alient,2,ok,2025-12-21 22:49:04
Yreykhan,5,Nice,2025-12-21 16:41:39
afoead,1,"Jualan produk pake harga normal/pasaran, ternyata setelah di cek di kolom transaksi hasil penjualannya kena potongan yg lumayan besar (platform comission + dynamic comission), bukannya cuan malah jadi rugi. Waktu mau tarik dana hasil penjualan malah disuruh nunggu smp 7 hari, padahal di aplikasi oren maksimal 2 hari setelah barang diterima konsumen dana langsung masuk ke penjual. Udah rugi krn potongan, rugi waktu jg krn modal ngga bisa langsung diputar lagi harus nunggu lama.",2025-12-21 16:23:24
